userid,screen_name,Numero_pasados,Numero_presentes,Numero_futuros,Numero_condicionales,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_sintagma,Numero_sintagmas,Renta_zona_usuario,sentiment
514307918,JJOSJIMNEZ,0.22,1.63,0.13,0.0,0.31,0.37,1.91,0.04,2.37,1.09,1.0,1.89,0.57,1.26,0.28,0.0,0.43,0.13,0.44,1.33,4.26,5.59,2.76,0.81,1.91,1.59,2.09,2.02,3.74,1.65,0.43,0.17,0.63,0.0,1.04,0.28,0.11,0.09,0.02,0.0,0.11,0.0,0.07,0.85,6.39,3.31,5.33,2.07,1.17,1.48,3.04,1.0,0.44,0.19,0.83,0.13,0.06,0.09,0.94,5.74,8.41,15750.0,0.39
514466226,Belgiallo,0.23,2.5,0.0,0.05,1.0,0.27,2.68,0.23,2.45,0.77,1.18,1.82,0.73,1.45,0.5,0.0,0.23,0.09,0.45,0.64,3.41,4.05,2.0,1.18,1.36,1.77,0.91,0.86,3.0,2.45,0.32,0.14,1.41,0.0,1.64,0.55,0.18,0.05,0.05,0.0,0.05,0.36,0.0,0.0,4.23,3.14,3.98,1.09,1.05,1.27,1.73,0.77,0.18,0.41,0.77,0.0,0.0,0.09,0.73,5.94,8.18,17150.0,0.12
516662124,Davidpuertas6,0.17,0.52,0.0,0.0,0.17,0.0,0.7,0.04,1.04,0.52,0.43,0.87,0.13,0.65,0.09,0.0,0.26,0.0,0.09,0.65,1.57,2.22,1.26,0.26,0.57,0.83,0.83,0.7,1.0,0.74,0.17,0.0,0.39,0.0,0.43,0.17,0.04,0.04,0.0,0.0,0.04,0.13,0.0,0.22,5.29,3.61,4.3,0.61,0.57,0.52,0.3,0.35,0.09,0.09,0.3,0.04,0.04,0.0,0.3,3.89,2.61,12950.0,0.11
521162398,QunCp,0.06,0.38,0.0,0.01,0.1,0.03,0.42,0.06,0.77,0.43,0.27,0.65,0.11,0.54,0.07,0.0,0.09,0.06,0.03,1.04,1.22,2.26,0.78,0.32,0.5,0.57,1.19,1.17,0.78,0.26,0.07,0.01,0.1,0.0,0.17,0.01,0.04,0.02,0.01,0.0,0.01,1.07,0.09,0.09,8.83,5.59,8.16,1.86,1.62,0.23,1.27,0.57,0.27,0.21,0.41,0.16,0.01,0.0,0.56,2.92,2.47,15050.0,0.24
522294533,victorcambero6,0.17,1.96,0.17,0.0,1.13,0.3,1.74,0.57,3.43,1.87,1.22,2.78,0.52,2.04,0.35,0.0,0.57,0.26,0.26,0.87,3.91,4.78,3.09,0.57,1.96,1.65,1.17,1.13,3.87,2.52,0.57,0.04,0.87,0.0,1.35,0.65,0.3,0.09,0.0,0.04,0.09,4.35,0.26,0.3,5.75,3.61,4.74,1.65,1.39,1.52,0.48,0.96,0.39,0.04,0.78,0.09,0.04,0.0,0.91,7.19,9.09,12250.0,0.59
526335755,DanielSam74,0.31,0.83,0.03,0.01,0.28,0.09,1.16,0.03,1.86,0.93,0.7,1.5,0.28,1.21,0.22,0.0,0.26,0.13,0.09,0.65,2.35,3.01,1.62,0.53,1.12,0.97,0.92,0.86,1.69,1.01,0.22,0.04,0.47,0.0,0.63,0.19,0.14,0.03,0.02,0.01,0.0,0.29,0.68,0.49,7.04,3.69,5.58,0.62,0.54,0.98,1.69,0.67,0.3,0.15,0.53,0.13,0.03,0.04,0.63,4.36,4.86,13650.0,0.11
534387391,chaches64,0.09,1.82,0.09,0.0,1.0,0.09,2.09,0.0,2.73,1.55,0.64,1.82,0.55,1.09,0.55,0.0,0.73,0.27,0.0,1.91,3.09,5.0,2.27,0.64,1.73,1.18,2.09,2.09,3.27,0.91,0.64,0.09,0.55,0.0,0.45,0.0,0.45,0.0,0.0,0.0,0.09,0.27,0.09,0.82,6.94,4.45,5.0,2.0,2.0,1.09,4.09,0.73,0.27,0.18,0.64,0.09,0.18,0.0,0.55,4.55,8.55,16450.0,0.22
534689155,JosePinoPA,0.88,2.58,0.15,0.0,0.73,0.35,3.31,0.27,7.31,4.35,2.81,5.65,1.92,5.35,0.15,0.0,0.46,0.5,1.08,1.46,8.5,9.96,6.23,1.85,3.88,3.85,2.23,1.88,6.88,4.04,0.92,0.38,1.35,0.0,2.31,0.69,0.23,0.15,0.0,0.0,0.65,2.42,0.0,1.04,5.36,2.92,4.23,1.54,1.31,2.88,3.35,1.62,0.58,0.23,1.27,0.31,0.12,0.0,1.42,7.41,15.08,12950.0,0.45
542813986,TripleMata,0.0,0.91,0.0,0.0,0.91,0.0,0.91,0.0,1.15,0.21,0.94,1.15,0.0,0.24,0.0,0.0,0.91,0.0,0.0,1.12,1.62,2.74,1.62,0.0,0.15,1.32,1.26,1.12,2.06,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,6.88,4.06,4.71,0.62,0.47,0.68,0.85,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.03,3.85,4.56,10150.0,0.15
548598094,SheilaaRomeroo,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,1.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,7.63,4.5,6.0,2.5,2.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,4.25,4.0,13650.0,0.46
553035798,anaisabelmunhoz,0.5,1.29,0.07,0.0,0.14,0.0,1.86,0.0,1.36,0.79,0.43,1.14,0.21,0.86,0.14,0.0,0.29,0.07,0.14,0.29,2.0,2.29,1.5,0.43,0.86,1.0,0.43,0.36,1.36,1.64,0.21,0.0,1.14,0.0,1.14,0.29,0.0,0.07,0.07,0.07,0.0,0.43,0.07,0.43,5.17,3.21,4.18,0.93,0.86,0.79,1.29,0.21,0.07,0.07,0.21,0.0,0.0,0.0,0.21,4.96,4.21,12250.0,0.19
557076972,annetapedro,0.09,0.73,0.0,0.0,0.27,0.27,0.73,0.09,0.91,0.36,0.27,0.45,0.27,0.18,0.27,0.0,0.18,0.09,0.18,0.18,1.45,1.64,0.64,0.55,0.45,0.73,0.45,0.45,1.45,1.09,0.36,0.18,0.27,0.0,0.55,0.0,0.27,0.0,0.18,0.0,0.09,0.64,2.18,0.27,7.61,5.64,7.45,1.64,1.45,0.82,1.27,0.64,0.27,0.18,0.36,0.18,0.09,0.09,0.45,3.84,3.18,16450.0,0.44
558676759,mamen2811_,0.36,1.0,0.0,0.0,0.55,0.09,1.36,0.0,1.0,0.82,0.09,1.18,0.36,0.55,0.09,0.0,0.09,0.09,0.55,1.09,1.55,2.64,1.27,0.27,1.09,0.36,1.18,1.09,1.55,1.0,0.27,0.18,0.64,0.0,0.64,0.09,0.0,0.09,0.0,0.0,0.18,2.82,0.0,0.36,5.49,2.73,4.55,1.36,0.82,0.73,0.09,0.64,0.18,0.0,0.55,0.0,0.09,0.0,0.55,5.16,4.09,12250.0,0.49
559803904,AnsumarEvil,0.25,0.8,0.06,0.02,0.25,0.14,1.09,0.03,1.52,0.89,0.32,1.09,0.34,0.89,0.31,0.0,0.12,0.17,0.14,0.65,2.08,2.72,1.29,0.46,1.18,0.55,0.98,0.97,1.34,1.15,0.26,0.05,0.68,0.0,0.74,0.18,0.12,0.08,0.02,0.02,0.0,0.2,0.02,0.2,5.3,3.75,4.5,0.83,0.62,0.8,0.75,0.63,0.29,0.08,0.52,0.08,0.02,0.02,0.6,4.51,4.43,9450.0,-0.02
560591593,FatimaCaPez,1.0,1.0,0.0,0.0,0.5,0.0,2.0,0.0,3.5,2.0,1.0,1.0,2.0,1.0,0.5,0.0,2.0,0.0,0.0,3.0,4.5,7.5,1.5,3.0,2.5,2.0,3.0,3.0,3.5,2.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,6.53,2.0,5.5,2.0,1.0,1.0,7.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,5.12,11.0,11550.0,0.7
560595549,yolini98,0.33,0.67,0.0,0.0,0.83,0.17,1.33,0.0,1.5,1.0,0.33,1.0,0.5,0.83,0.17,0.0,0.67,0.0,0.0,1.0,2.0,3.0,1.5,0.33,1.5,0.33,1.17,1.17,1.67,1.67,0.33,0.0,1.17,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.33,5.84,3.67,4.83,1.33,1.0,1.33,0.5,0.33,0.17,0.0,0.17,0.17,0.0,0.0,0.33,4.85,5.0,10850.0,-0.36
566090650,Claudilla95,0.0,1.5,1.0,0.0,0.5,1.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.5,1.0,2.5,1.0,0.0,0.0,1.0,1.5,1.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,6.8,3.5,4.75,0.5,0.5,1.5,1.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,4.44,5.5,10850.0,0.61
570324704,kikoratoncito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,3.0,15750.0,0.0
570622948,CarmenLH_2010,0.06,0.76,0.05,0.0,0.29,0.02,0.74,0.1,2.63,1.08,1.11,2.0,0.39,1.5,0.44,0.0,0.56,0.0,0.1,1.48,3.27,4.76,2.1,0.95,1.23,1.68,1.85,1.71,3.19,0.65,0.11,0.08,0.29,0.0,0.39,0.1,0.1,0.03,0.02,0.02,0.0,1.03,1.63,0.94,7.56,4.76,5.46,0.97,0.71,1.31,1.42,1.21,0.4,0.55,0.61,0.6,0.02,0.03,1.19,5.52,6.37,15750.0,0.31
580767943,VJDD1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2.0,2.0,1.5,0.5,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,7.54,3.5,5.25,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,4.5,11550.0,0.0
581914226,Raulito_1995,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.0,1.0,0.67,0.33,1.0,0.0,0.67,0.0,0.0,0.33,0.0,0.0,0.67,2.0,2.67,1.67,0.33,1.0,1.0,0.67,0.67,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,7.95,2.0,6.67,1.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,4.0,12950.0,0.31
581964087,alesibanez,0.75,2.0,0.0,0.0,1.25,0.25,1.75,0.5,1.75,0.75,1.0,1.75,0.0,0.5,0.0,0.0,1.25,0.0,0.0,1.25,3.25,4.5,2.5,0.5,1.5,1.5,1.5,1.5,2.5,2.0,0.25,0.0,0.25,0.0,1.75,0.0,0.25,0.0,0.0,0.0,0.0,2.25,0.0,1.0,6.08,4.0,4.62,2.0,1.25,1.25,1.5,1.0,0.0,0.75,0.75,0.25,0.0,0.5,1.0,5.27,8.25,15050.0,0.72
582923305,Estela_algo,1.5,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.5,1.0,0.0,2.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,3.5,2.5,6.0,2.0,0.5,1.0,1.5,3.5,3.5,3.5,2.0,0.0,0.0,1.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.31,2.0,4.0,2.5,2.5,1.5,3.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,5.52,9.5,12250.0,0.72
584090927,valentin_garci,0.0,0.71,0.06,0.0,0.14,0.08,0.73,0.04,0.51,0.12,0.04,0.16,0.16,0.04,0.35,0.0,0.04,0.04,0.02,3.33,3.43,6.76,2.33,0.71,1.51,1.45,3.8,3.71,3.43,0.24,0.06,0.0,0.04,0.0,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.41,1.12,7.94,4.43,6.89,3.84,1.35,1.67,0.78,0.82,0.27,0.31,0.55,0.22,0.0,0.0,0.82,5.31,6.41,12600.0,0.04
584220880,Rogelio_Penate,0.03,0.82,0.0,0.0,0.85,0.03,0.85,0.0,1.15,0.24,0.88,1.06,0.09,0.27,0.03,0.0,0.82,0.0,0.03,1.97,1.73,3.7,1.52,0.06,0.52,1.06,2.12,2.12,2.36,0.18,0.0,0.06,0.03,0.0,0.06,0.06,0.03,0.0,0.0,0.0,0.03,0.27,0.21,0.91,6.78,3.58,5.12,1.18,0.48,0.24,0.97,0.64,0.0,0.09,0.15,0.0,0.0,0.06,0.64,5.34,4.55,14350.0,0.47
584955423,ColoringMyLife_,0.23,1.1,0.0,0.0,0.25,0.02,1.19,0.12,0.81,0.33,0.35,0.94,0.29,0.42,0.12,0.0,0.15,0.12,0.44,0.35,1.6,1.96,1.02,0.42,0.58,0.83,0.54,0.52,0.96,1.38,0.19,0.17,0.79,0.0,0.98,0.29,0.1,0.0,0.0,0.0,0.0,0.94,0.0,0.02,4.21,3.44,3.89,0.77,0.69,0.65,1.0,0.65,0.21,0.25,0.46,0.15,0.0,0.0,0.62,4.8,3.94,11550.0,-0.05
586894573,paulamaestro,0.12,1.0,0.0,0.0,0.12,0.0,0.88,0.12,1.5,0.88,0.62,1.25,0.25,0.88,0.0,0.0,0.25,0.25,0.0,0.38,1.88,2.25,1.12,0.38,0.5,1.0,0.75,0.75,1.5,1.25,0.12,0.12,0.38,0.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,4.79,3.75,4.12,1.25,1.0,0.25,0.88,0.75,0.38,0.25,0.62,0.12,0.0,0.0,0.75,5.16,4.0,16450.0,0.01
591175725,viictor_ag,0.38,1.12,0.0,0.0,0.75,0.12,1.25,0.12,1.62,0.88,0.38,1.38,0.0,1.12,0.38,0.0,0.0,0.12,0.0,0.88,1.5,2.38,1.12,0.25,0.38,1.0,1.0,1.0,2.75,1.12,0.12,0.0,0.38,0.0,0.62,0.0,0.25,0.0,0.0,0.25,0.0,1.62,0.0,0.25,4.78,2.38,3.56,1.75,1.62,1.38,0.25,0.62,0.25,0.38,0.62,0.0,0.0,0.0,0.62,5.05,5.75,15750.0,-0.35
592520419,Ivan_Artero,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.0,11550.0,0.0
597663301,Ronald_lemus,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,2.0,1.0,0.33,1.17,0.17,1.0,0.67,0.0,0.17,0.17,0.0,3.5,1.5,5.0,0.67,0.33,0.17,0.83,4.0,4.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.87,5.67,5.42,0.33,0.33,0.5,2.5,0.83,0.0,0.67,0.67,0.17,0.17,0.33,0.67,4.05,5.33,12950.0,0.33
606483486,fuenteperegrino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.17,2.0,4.17,2.0,0.0,1.0,1.0,2.17,2.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,4.5,2.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,12250.0,0.0
607195584,FcoMoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11550.0,0.0
609851272,JuanMeloja,0.14,2.57,0.0,0.0,0.29,0.0,2.43,0.29,2.14,1.0,0.86,1.14,0.71,1.57,0.29,0.0,0.29,0.0,0.0,1.29,1.57,2.86,1.14,0.29,0.43,0.86,1.57,1.43,2.71,2.14,0.29,0.29,1.86,0.0,1.86,0.14,0.14,0.0,0.0,0.0,0.0,1.86,0.14,0.14,5.03,4.0,4.14,1.86,1.57,0.86,3.57,0.86,0.57,0.0,0.57,0.29,0.0,0.0,0.86,4.18,6.71,10850.0,-0.34
611877426,smt_1998,0.08,1.0,0.0,0.0,0.75,0.08,0.92,0.17,1.5,0.42,0.75,1.08,0.42,1.08,0.33,0.0,0.0,0.0,0.33,1.42,2.08,3.5,1.25,0.67,1.0,0.92,1.58,1.58,2.08,0.75,0.17,0.0,0.17,0.0,0.42,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,4.43,3.5,3.88,0.5,0.5,0.5,0.67,0.58,0.08,0.25,0.42,0.17,0.17,0.08,0.42,4.85,5.08,13650.0,-0.04
614357196,ayraldo9,0.09,0.83,0.09,0.0,0.63,0.14,0.89,0.11,1.91,0.97,0.86,1.63,0.23,1.2,0.09,0.0,0.4,0.14,0.09,0.4,2.74,3.14,2.23,0.34,1.29,1.26,0.6,0.57,2.37,0.83,0.17,0.03,0.37,0.0,0.49,0.2,0.03,0.03,0.0,0.0,0.09,1.57,0.66,0.49,6.64,4.03,5.64,0.74,0.6,1.11,1.74,1.03,0.43,0.14,0.86,0.14,0.03,0.03,1.0,4.53,5.31,10850.0,0.28
616000004,infogargon,0.5,2.0,0.0,0.0,0.0,0.0,2.0,0.5,4.5,2.0,1.5,4.0,0.0,1.5,1.0,0.0,1.5,0.5,0.5,2.5,3.5,6.0,2.5,0.5,1.0,2.0,3.0,3.0,2.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,6.04,2.0,4.5,3.0,1.5,0.5,3.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,4.57,8.5,12250.0,0.35
617299066,Julia_Bermejo06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.8,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,3.0,10850.0,0.0
625347466,EVernacci,0.41,1.18,0.03,0.01,0.57,0.09,1.52,0.1,3.2,1.58,1.35,2.54,0.68,2.09,0.28,0.0,0.64,0.15,0.15,1.39,5.47,6.86,3.87,1.29,2.55,2.53,1.77,1.69,3.84,1.55,0.29,0.08,0.62,0.0,0.84,0.36,0.22,0.06,0.03,0.01,0.02,0.0,0.0,0.83,5.86,3.25,4.7,1.76,1.05,1.53,4.35,2.14,0.9,0.66,1.62,0.46,0.06,0.06,2.08,5.32,10.24,12950.0,0.36
632380120,jimbo2991,0.42,0.89,0.0,0.02,0.22,0.08,1.25,0.06,1.38,0.58,0.43,1.03,0.32,0.65,0.37,0.0,0.29,0.05,0.31,0.77,2.15,2.92,1.37,0.57,0.98,0.95,0.98,0.98,1.37,0.92,0.12,0.02,0.69,0.0,0.68,0.08,0.08,0.08,0.0,0.02,0.0,0.37,0.18,0.72,6.4,3.37,4.67,0.78,0.66,0.66,1.74,0.58,0.28,0.14,0.37,0.18,0.06,0.05,0.52,4.34,4.49,16450.0,0.12
634438610,jaimertorios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.38,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15750.0,0.0
634591330,ReyesPonce16,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,3.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.0,10150.0,-0.85
636187669,A_Moraless99,0.18,0.82,0.0,0.0,0.18,0.36,1.0,0.0,0.82,0.45,0.36,0.82,0.36,0.55,0.0,0.0,0.18,0.0,0.27,1.0,1.73,2.73,1.09,0.36,0.55,0.91,1.27,1.27,0.82,1.09,0.09,0.0,0.64,0.0,0.73,0.18,0.09,0.09,0.0,0.0,0.0,1.18,0.0,0.18,5.56,4.27,5.14,0.82,0.64,0.64,0.55,0.27,0.09,0.18,0.18,0.09,0.0,0.0,0.27,4.46,3.73,17150.0,0.44
636523526,Jemi1910Enrique,0.1,0.7,0.0,0.0,0.1,0.2,0.7,0.1,1.2,0.8,0.3,1.1,0.1,1.1,0.1,0.0,0.0,0.0,0.1,2.9,1.8,4.7,1.7,0.0,0.7,1.0,3.0,3.0,2.6,0.5,0.0,0.0,0.2,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.81,3.2,4.9,2.2,1.7,0.7,4.5,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,4.31,4.9,12250.0,0.12
730412558,emi_egea_98,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,7.95,5.0,4.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,12950.0,-0.47
731381468,Riiius_1995,0.13,0.87,0.07,0.0,0.67,0.13,0.93,0.13,0.8,0.47,0.13,0.67,0.07,0.2,0.2,0.0,0.13,0.2,0.0,1.6,3.27,4.87,1.6,0.33,0.87,1.0,3.0,2.93,2.27,1.2,0.0,0.0,0.6,0.0,0.47,0.47,0.27,0.0,0.0,0.0,0.0,1.53,0.53,0.27,5.31,3.73,4.33,4.2,1.6,1.67,1.33,1.2,0.47,0.47,1.0,0.2,0.0,0.0,1.07,5.28,6.47,12950.0,-0.02
745401482,profepacosimon,0.0,0.4,0.0,0.0,0.1,0.05,0.3,0.1,1.1,0.2,0.3,0.35,0.15,0.3,0.6,0.0,0.1,0.1,0.0,0.05,1.4,1.45,1.15,0.25,0.9,0.5,0.05,0.05,0.95,0.4,0.05,0.0,0.05,0.0,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.8,7.88,3.5,6.7,0.45,0.4,0.25,1.65,0.7,0.2,0.25,0.5,0.1,0.05,0.0,0.65,2.91,2.9,12250.0,0.07
765438732,Erjavi30,0.34,1.72,0.08,0.0,0.44,0.11,2.04,0.14,1.64,0.86,0.56,1.62,0.37,0.81,0.22,0.0,0.35,0.14,0.52,0.78,2.85,3.63,1.79,0.8,1.34,1.24,1.04,1.03,2.14,2.06,0.46,0.07,1.04,0.0,1.27,0.22,0.42,0.08,0.05,0.02,0.04,2.68,0.59,0.74,5.78,3.5,4.68,1.99,1.66,1.76,3.7,1.2,0.41,0.43,0.93,0.23,0.05,0.05,1.15,5.58,7.13,15750.0,0.58
770413657,petrelrett,0.0,0.5,0.02,0.0,0.45,0.0,0.52,0.0,0.84,0.16,0.64,0.8,0.02,0.32,0.05,0.0,0.45,0.0,0.05,0.91,1.45,2.36,1.2,0.09,0.61,0.68,1.07,1.07,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.55,1.0,8.51,5.89,6.11,0.86,0.7,0.18,1.0,0.07,0.0,0.0,0.05,0.0,0.02,0.0,0.05,3.3,3.36,6650.0,0.3
776451848,anakarinasousa5,0.09,2.09,0.05,0.0,0.5,0.05,2.14,0.09,2.09,1.0,1.05,1.77,0.82,1.55,0.05,0.0,0.36,0.0,0.59,1.27,3.82,5.09,2.5,0.95,1.64,1.82,1.64,1.64,3.41,2.09,0.64,0.0,0.82,0.0,1.45,0.41,0.18,0.0,0.0,0.0,0.05,1.68,0.0,1.0,5.46,2.27,4.02,1.5,1.41,1.14,2.77,1.23,0.09,0.36,0.59,0.23,0.05,0.14,1.18,5.52,8.73,11550.0,0.54
784413463,mariorgz_,0.1,0.5,0.0,0.0,0.1,0.0,0.6,0.0,0.4,0.3,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.1,0.0,1.0,2.0,3.0,1.5,0.2,1.2,0.5,1.3,1.3,1.0,0.5,0.2,0.3,0.5,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.1,5.29,4.8,5.25,0.8,0.6,0.5,1.0,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.2,3.51,3.0,17150.0,0.11
